contact_name,contact_number,contact_email,city,state
St. Anselms School,8168216966,premacarvelho@gmail.com,Jaipur,Rajasthan
Rajasthan,8696960970,lbsvn.associate@anandniketan.edu.in,,Rajasthan
Rajasthan,7726023456,vivek.saxena@anandniketan.edu.in,,Rajasthan
Rajasthan,7690033442,mudgalashish1981@gmail.com,,Rajasthan
All Best Childrens School,9782749320,kalkasharma9@gmail.com,Jaipur,Rajasthan
All Best Childrens School,9782002400,spiyush251@gmail.com,Jaipur,Rajasthan
Sardar Patel Public School,1414061455,spps.jpr@gmail.com,Khanna,Punjab
Nimawat International School,8955119722,nimawatint18@gmail.com,,
Nimawat International School,9414664750,nimawatint18@gmail.com,,
Nimawat International School,7229827771,nimawatint18@gmail.com,,
Rawat Public School,8058007777,narendra702@gmail.com,Jaipur,Rajasthan
Rawat Public School,9462809499,rawatpublicschool2018@gmail.com,Jaipur,Rajasthan
Rawat Public School,7791919385,rawatpublicschool2018@gmail.com,Jaipur,Rajasthan
Lil Champs International School,9982499995,thelcisjaipur@gmail.com,,
Delhi Public World School,7230064444,gauravkhatiyan94000@gmail.com,New Delhi,Delhi
Jayshree Periwal Global School,9828933384,principal@jpgschool.com,Jaipur,Rajasthan
Jayshree Periwal Global School,7023499221,shweta.viceprincipal@jpgschool.com,Jaipur,Rajasthan
Jayshree Periwal Global School,9887402309,mayank.ithead@jpgschool.com,Jaipur,Rajasthan
Elwood International School,7665555442,elwis.jaipur@gmail.com,,
Sophia School,9460192014,nairkavita2310@yahoo.com,,
St. Mother Teresa City School,9116122239,smtcsjaipur@gmail.com,,
St. Mother Teresa City School,9001533336,smtcsjaipur@gmail.com,,
Scholars International School,8094145997,vikramyadav48@yahoo.com,Jaipur,Rajasthan
Scholars International School,9660797979,ritu.biotech15@gmail.com,,
Scholars International School,9269880777,yadavashok269@gmail.com,,
Green Turtle School,8005887529,greentsdlt@gmail.com,,
Green Turtle School,9929112118,djagawat@rediffmail.com,,
Green Turtle School,8955304007,greentsdlt@gmail.com,,
Maheshwari Public School,7412949000,mpskrjaipur@gmail.com,,
Prg World School,8875555199,principal@prgworldschool.com,,
Golden Era Academy,9314115552,pawandeepkang@yahoo.com,,
Golden Era Academy,8302875454,goldeneraacademy2018@gmail.com,,
Golden Era Academy,9351367892,goldeneraacademy2018@gmail.com,,
Paramounts Vidhyashram School,9829304007,info@vidhyashram.com,,Rajasthan
Paramounts Vidhyashram School,9828304007,info@vidhyashram.com,,Rajasthan
Paramounts Vidhyashram School,9642560091,virendrasinghpvs@gmail.com,,Andhra Pradesh
Step Ahead Public School,9782134401,sharma.sanjay4401@gmail.com,Jaipur,Rajasthan
Step Ahead Public School,7793028136,sawhneyanisha@gmail.com,Jaipur,Rajasthan
Step Ahead Public School,9929244120,sng27june@gmail.com,Jaipur,Rajasthan
Jamna Vidyapeeth,9413341059,directorjvp@gmail.com,,
Jamna Vidyapeeth,9680834524,savitadevi21@yahoo.com,,
Modern School,7340012663,jaipur@modernschool.ac.in,,
Modern School,8003990296,bharatigaur@modernschool.ac.in,,
Modern School,7340012621,kavitabainsla@modernschool.ac.in,,
Ryan International School,7877110298,soniajoshi9616@gmail.com,,
Gyan Ashram School,9672837541,gyanashramschool@gmail.com,Jaipur,Rajasthan
Gyan Ashram School,9024392416,gyanashramschool@gmail.com,Jaipur,Rajasthan
Gyan Ashram School,9352221684,gyanashramschool@gmail.com,Jaipur,Rajasthan
Shri Jain Shwetamber Terapanthi Secondary School,7849860654,latikagurjar545@gmail.com,,
Shri Jain Shwetamber Terapanthi Secondary School,9829027261,bhavmitparmar1@gmail.com,,Rajasthan
Ryan Edunation School,9909976646,principal@resj.edu.in,,
Ryan Edunation School,9461665787,neelam.shrivastava@resj.edu.in,,
Shree Vidhya Ashram International School,8058925020,kamlesh925020@gmail.com,,
S G International School,9784341955,sg.international47@gmail.com,,Rajasthan
S G International School,9529831110,vinodshekhawat1806@gmail.com,,
"Hans International Senior Secondary School, Kotputli (Jaipur)",8432140280,umeshbansalhans@gmail.com,Jaipur,Rajasthan
"Hans International Senior Secondary School, Kotputli (Jaipur)",8432417513,umeshbansalhans@gmail.com,Jaipur,Rajasthan
"Hans International Senior Secondary School, Kotputli (Jaipur)",9314072166,umeshbansalhans@gmail.com,Jaipur,Rajasthan
Laxmi International Academy,9079710250,laxmiinterntionalacademy@yahoo.com,,
Laxmi International Academy,7015703913,payalsindhu.com@gmail.com,,
Laxmi International Academy,8094193891,laxmiinternationalacademy@yahoo.com,,
Dronacharya International School,9602318587,vikasanshu87@gmail.com,,
Morning Star St. Anselms School,9784081460,morningstar.anselm@gmail.com,Jaipur,Rajasthan
India International School Sitapura Jaipur,8306669991,principaliissitapura@gmail.com,Jaipur,Rajasthan
Globle Public School,8890221608,t.mathuria@globalschool.edu.in,,
Globle Public School,9928001112,r.choudhary@globalschool.edu.in,,
Nbf Public School,9887145888,khandal.sanjeev@gmail.com,,
Nbf Public School,8003845888,nehasharmanbf@gmail.com,,
Nbf Public School,8003745888,nbfcomplaint@gmail.com,,
St. Anselm School,8107967478,sijkckal@gmail.com,Jaipur,Rajasthan
St. Anselm School,6375869188,stanselmsphulera@gmail.com,Jaipur,Rajasthan
N.V.N. English Medium School,9314504761,nvn.eng.med@gmail.com,,
Tree House High School,9413332621,hightreehouse2020@gmail.com,,
Tree House High School,6375398958,sweetyritu.mathur@gmail.com,,
Central Academy Senior Secondary School,993267620,cabhankrota@gmail.com,,
Central Academy Senior Secondary School,7726832272,cabhankrota@gmail.com,,
Central Academy Senior Secondary School,9828399354,cabhankrota@gmail.com,,Rajasthan
Shivaji Public School,9785071888,shivaji_2007@yahoo.in,,
Shivaji Public School,8529166673,purbamukherjee0909@gmail.com,,
Shivaji Public School,9785073888,purbamukherjee0909@gmail.com,,
Mount Carmel Convent School,9460309298,mt.carmelconventschl.bagrana@gmail.com,Chandigarh,Chandigarh
Mount Carmel Convent School,8690863569,mt.carmelconventschl.bagrana@gmail.com,Chandigarh,Chandigarh
Maheshwari Public School,7976524342,mpsbagru@gmail.com,,Rajasthan
Maheshwari Public School,6350040755,mpsbagru@gmail.com,,
St. Teresas School,9784533399,stteresasschooljpr@gmail.com,,Rajasthan
St. Teresas School,8529380744,neelimapsa@gmail.com,,
Radcliffe School,9680605747,jaipurschool@radcliffe.in,,
Radcliffe School,9958014403,admin.jaipur@radcliffe.in,,
Vidhya Sagar Senior Secondary School,9214599800,info@vidhyasagarschool.com,,
Vidhya Sagar Senior Secondary School,9660735096,vidhyasagarschool1@yahoo.com,,
Vidhya Sagar Senior Secondary School,9610700007,vidhyasagarschool1@yahoo.com,,
Petals International School,9950827996,petalsagraroad@gmail.com,Jaipur,Rajasthan
Petals International School,8104221206,petalsagraroad@gmail.com,Jaipur,Rajasthan
St. Lawrence Public School,8823933333,digvijaysinghslps@gmail.com,,
St. Lawrence Public School,8504848304,slpsjaitpura@gmail.com,,
Jaipur International Public School,9314514625,jips.jaipurschool@gmail.com,Jaipur,Rajasthan
Jaipur International Public School,7976267096,jipsbanipark@gmail.com,Jaipur,Rajasthan
Jaipur International Public School,9079260879,meenapawan694@gmail.com,Jaipur,Rajasthan
Sawai Man Singh International School,9588971317,tarunachauhan1977@gmail.com,Jaipur,Rajasthan
Sawai Man Singh International School,9414901561,chetanchauhanbhanu@gmail.com,Jaipur,Rajasthan
Sawai Man Singh International School,8434177355,taruna_c@yahoo.com,Jaipur,Rajasthan
Sand Dunes Academy,9549111185,info@sanddunesschool.com,,
Raghav World School,9829212082,info.raghavedu@gmail.com,,Rajasthan
Raghav World School,9145966326,pdjangid1989@gmail.com,,
Raghav World School,9829615241,itgk71290053@gmail.com,,Rajasthan
Kids Club School,9549841880,tcpathak1@gmail.com,,
Kids Club School,9785645003,tcpathak1@gmil.com,,
Vspk International School,7665477888,principal@vspkjaipur.com,,
Banyan Tree School,9140131636,ruchi.srivastava@jpr.banyantree.in,,Uttar Pradesh
Banyan Tree School,9622675826,bhandoria.roshanlal@jpr.banyantree.in,,
Alpha International Academy,8094504857,alphainternationalacademy@gmail.com,,
Alpha International Academy,8058611033,prachi9185khanna@gmail.com,,
Alpha International Academy,7790855737,alphainternationalacademy@gmail.com,,
S R Global School,8769348655,anujs@centralacademy.ac.in,,
S R Global School,9610383610,mahima.bhardwaj88@gmail.com,,
S R Global School,9978983969,kanikak@centralacademy.ac.in,,
Yugantar International School,9829433739,anil29.ad@gmail.com,Jaipur,Rajasthan
Yugantar International School,8000271732,reenu0501@rediffmail.com,Jaipur,Rajasthan
Dolphins High School,8003040500,dhs@thedolphinsgroup.com,,
St. Marys Convent School,9414392327,fsma.jaipur@gmail.com,,
St. Marys Convent School,8529762550,fsma.jaipur@gmail.com,,
Podar World School Jaipur,9116118200,principal.jaipur@podar.org,Jaipur,Rajasthan
Podar World School Jaipur,9116117300,admin.jaipur@podar.org,Jaipur,Rajasthan
Shri Radhaswami International School,9829638682,kharra1970@gmail.com,Jaipur,Rajasthan
Shri Radhaswami International School,9928783149,myjyotisharma1998@gmail.com,Jaipur,Rajasthan
Shri Radhaswami International School,9602957775,saritamahala85@gmail.com,Jaipur,Rajasthan
Beetles International School,9828277922,beetlesagraroad@gmail.com,,Rajasthan
Beetles International School,94143824833,beetlesagraroad@gmail.com,,
Shri Mahaveer Internatioal School,9667084876,rajendra.vkn@gmail.com,,Delhi
Shri Mahaveer Internatioal School,7231951240,poonamhaldaniya88@gmail.com,,
Malviya Convent School,9782364438,jaimatadi_sunny@yahoo.co.in,,
Malviya Convent School,8852991000,malviya.mcs2010@gmail.com,,Uttar Pradesh
Malviya Convent School,7014196359,mahaveerprasad4@gmail.com,,Uttar Pradesh
Indo Bharat International School,7793814716,ibisunit1@gmail.com,Jaipur,Rajasthan
Rawat Public School,9887512702,narendra702@gmail.com,Jaipur,Rajasthan
Rawat Public School,9785020188,pushinaresh@gmail.com,Jaipur,Rajasthan
Rawat Public School,9929612275,rawatpublicschool100@gmail.com,Jaipur,Rajasthan
Nims International School,9414044040,chairmannims@gmail.com,Jaipur,Rajasthan
Nims International School,7597239760,vnaithani@nimsuniversity.org,Jaipur,Rajasthan
Shaheed Bhagat Singh Convent School,9214064997,sbschooljpr@gmail.com,,
Shaheed Bhagat Singh Convent School,9887049497,sbschooljpr@gmail.com,,
Shaheed Bhagat Singh Convent School,9214264997,sbschooljpr@gmail.com,,
Vijay Central Academy Public School,9667774971,info@vijaycentralacademy.com,,Delhi
Vijay Central Academy Public School,9636500975,sandeepgsir@gmail.com,,
St. Thomas School,9116188513,stthomasjaipur@gmail.com,,
St. Thomas School,7509609392,stthomasjaipur@gmail.com,,
Warren Academy School,9828669231,10803@cbseshiksha.in,,Rajasthan
Warren Academy School,8005522424,warren_academy@yahoo.com,,
Warren Academy School,9057566058,complaintmanagement@gmail.com,,
"Jankidevi Public School, Jaipur",9509203255,jpsinjaipur@yahoo.com,Jaipur,Rajasthan
"Jankidevi Public School, Jaipur",9634009598,chaturvedi.ritu19@gmail.com,Jaipur,Rajasthan
Jvp International Sec. School,9314879540,jvpisprincipal@gmail.com,,
Maharaja Sawai Bhawani Singh School,9314939090,iccmsbss@gmail.com,Jaipur,Rajasthan
Maharaja Sawai Bhawani Singh School,9929108383,msbsschool.2007@gmail.com,Jaipur,Rajasthan
Emmanuel Mission School,9414048991,johnmath.jp@gmail.com,,
Emmanuel Mission School,9214589171,emmanueljaipur@gmail.com,,
Emmanuel Mission School,7597649024,darrylbelloni@gmail.com,,
The Aditya Birla Public School,9414027598,sspspratapnagar33@gmail.com,Pilani,Rajasthan
School Blue Heaven,9772225111,sbh_1988@yahoo.co.in,,
School Blue Heaven,9828613000,rajeevnayer848@gmail.com,,Rajasthan
Alpha Beta School,8949955497,abspratapnagar@gmail.com,,
Alpha Beta School,8058799702,abspratapnagar@gmail.com,,
Vinayak International School,8619921108,vinayakinternationalschool@gmail.com,Jaipur,Rajasthan
Central Academy,9998984781,bhavanasharma638@gmail.com,,
Central Academy,8963069069,centralacademyambabari@gmail.com,,
Central Academy,9950801917,centralacademyambabari@gmail.com,,
A N Public Secondary School,9929555048,vikash_choudhary@gmail.com,,
A N Public Secondary School,7568588054,anpublicsecschool@gmail.com,,
A N Public Secondary School,9571623111,anpublicsecschool@gmail.com,,
Lbs Public School,9468900929,lbsschooljpr@gmail.com,,
Lbs Public School,9928424357,glokesh24@gmail.com,,
Vardhman Srikalyan International School,7728088889,enquiry@vardhmanedu.com,,
Vardhman Srikalyan International School,7976473830,enquiry@vardhmanedu.com,,
Vardhman Srikalyan International School,1412940177,enquiry@vardhmanedu.com,,
The Rajasthan School,9977500974,therajasthanschool@gmail.com,Jaipur,Rajasthan
The Rajasthan School,9034412409,drsudha.swati@gmail.com,Jaipur,Rajasthan
M S S Public School,9829840910,infopbohra@gmail.com,Jaipur,Rajasthan
M S S Public School,941410808,sumerities@gmail.com,Jaipur,Rajasthan
M S S Public School,8559947227,sunitabhardwaj123@gmail.com,Jaipur,Rajasthan
Rukmani Birla Modern High School,9413346142,soniabhansali.rbmhs@gmail.com,,
Rukmani Birla Modern High School,7665708292,cagaurav.rbmhs@gmail.com,,Uttar Pradesh
Shri Bhawani Niketan Public School,8952018222,sbnpschool@yahoo.com,,
Shri Bhawani Niketan Public School,9413623542,sbnpschool@yahoo.com,,
Shri Bhawani Niketan Public School,8306833668,sbnpschool@yahoo.com,,
My Own School,9314513298,myownschooljaipur@yahoo.co.in,,
My Own School,9314003298,myownschooljaipur@yahoo.co.in,,
Sanskar School,9829058074,info@sanskarjaipur.com,,Rajasthan
Sanskar School,9828022323,info@sanskarjaipur.com,,Rajasthan
Sanskar School,9314744342,info@sanskarjaipur.com,,
Janta Girls Public School,1412393138,jgpschoolgroup@gmail.com,,
Indo Bharat International,9636932128,indobharat@yahoo.com,Jaipur,Rajasthan
Indo Bharat International,7792953514,indobharat@yahoo.com,Jaipur,Rajasthan
Brightland Girls Sr Sec School,2350831,brightlandsgirls@gmail.com,Jaipur,Rajasthan
Brightland Girls Sr Sec School,9829132421,neenachatur45@yahoo.com,Jaipur,Rajasthan
Brightland Girls Sr Sec School,9414775002,madhu.rathore@gmail.com,Jaipur,Rajasthan
Tagore Public School,9414336106,gautamjpr71@gmail.com,,
Tagore Public School,8386966270,drlata1980@gmail.com,,
Tagore Public School,9314505604,prabhagoel27@gmail.com,,
G R Global Academy,8875014860,grgajaipur1999@gmail.com,Jaipur,Rajasthan
G R Global Academy,7728060072,grgajaipur1999@gmail.com,Jaipur,Rajasthan
Tagore International School,9529113218,davesudeep@gmail.com,,
St Wilfred'S School,9460762022,wilfredschool@gmail.com,,
St Wilfred'S School,9950143518,wilfredschool@gmail.com,,
St Wilfred'S School,8968805228,wilfredschool@gmail.com,,
Jayshree Periwal High School,7023388255,hrdept@jphschool.com,Jaipur,Rajasthan
Jayshree Periwal High School,9829205959,principal@jphschool.com,Jaipur,Rajasthan
Jayshree Periwal High School,4132222,viceprincipal@jphschool.com,Jaipur,Rajasthan
Maheshwari Girls Pub School,9413678201,vivekbhargava.mgps@gmail.com,,
Maheshwari Girls Pub School,9414454488,suntavashistha@gmail.com,,
St. Anselm'S School,9414386458,mchand70@gmail.com,Jaipur,Rajasthan
Ryan International School,9829052088,ryan.sunilsharma@gmail.com,,Rajasthan
Ryan International School,9352550100,hemlata5000@gmail.com,,
Seedling Modern High School,9309088083,seedlingmh2@hotmail.com,,
Seedling Modern High School,8696088031,smhsjaipur@jnujaipur.ac.in,,
Mahaveer Public School,9829013061,navanfilling@yahoo.co.in,,Rajasthan
Mahaveer Public School,9829125993,rekhadimri01@gmail.com,,Rajasthan
Mahaveer Public School,7891982707,vandanajain309@gmail.com,,
Gyan Vihar School,9314875779,gvkkverma@gmail.com,,
Gyan Vihar School,9887381533,smehtagyanvihar@gmail.com,,
Gyan Vihar School,9982333577,rahul.k.singh@mygyanvihar.com,,
Defence Public School,9950153396,meetuanuvrat@gmail.com,,
Defence Public School,9252503290,swetabhatia4@gmail.com,,
Jaipuria Vidyalaya,9460077988,jaipuriavidyalaya@gmail.com,,
Jaipuria Vidyalaya,9829500991,principal@jaipuriavidyalaya.com,,Rajasthan
Jaipur School,9314089707,jaipurschoolindia@yahoo.co.in,Jaipur,Rajasthan
Apex International School,9799398227,osd@apexedu.org,Jaipur,Rajasthan
Apex International School,7849908080,principal@apexmail.in,Jaipur,Rajasthan
Dav Centenary Public School,9784073894,omdavjp@gmail.com,,Rajasthan
S J Public School,9829251042,sjpsjaipur@gmail.com,,Rajasthan
India International School,9982668910,nidhi.jodha@icfia.org,,
India International School,9783370000,mala.agnihotri@iisuniv.ac.in,,
Subodh Public School,9413444090,10439@cbseshiksha.in,,
Subodh Public School,9413345684,simarpreetkaursethi@gmail.com,Jaipur,Rajasthan
Subodh Public School,9414042322,kotwal.shivani@gmail.com,,
Maharaja Sawai Man Singh Vidyalaya,9829212133,msmsvidyalaya@gmail.com,Jaipur,Rajasthan
Maharaja Sawai Man Singh Vidyalaya,9829339621,anjumukesh011@gmail.com,Jaipur,Rajasthan
Maharaja Sawai Man Singh Vidyalaya,9079770855,estbl.msmsv@gmail.com,Jaipur,Rajasthan
St. Soldier'S Public School,9351580350,betuash@gmail.com,,
St. Soldier'S Public School,9461649217,ssps_jpr@yahoo.com,,
St. Soldier'S Public School,8302237747,ssps_jpr@yahoo.com,,
Shri Agrasen Public School,8000616557,sapsjaipur@gmail.com,,
Shri Agrasen Public School,8209307609,sapsjaipur@gmail.com,,
St. Xavier'S School,2372336,xavier41jaipur@gmail.com,,
Unique Public School,8059750008,sharmarajeshjust4u@gmail.com,,
Unique Public School,9813393366,upsajay70@gmail.com,,
The Aryan Sr Sec School,9812558349,thearyanschoolbanwasa2019@gmail.com,,
Takshila Public School,9518445703,prdpkr71@gmail.com,,
Takshila Public School,9416354722,satishsaini5971@gmail.com,,
Swami Vivekanand Public School,9468181008,vpssnp@gmail.com,,
Swami Vivekanand Public School,9416013644,vpssnp@gmail.com,,
Sir Chhotu Ram Sr Sec School,9813757947,vijendermann1971@gmail.com,,
Sir Chhotu Ram Sr Sec School,9416671384,rai.beo.hssp@gmail.com,,
Shri Ram Modern Sr Sec School,9466712210,neelambatra172@gmail.com,,
Shri Ram Modern Sr Sec School,9896360707,munjal404@yahoo.com,,
Shivaji Vidya Peeth Se Sec School,8814889999,shivaji.vidyapeeth@gmail.com,,Haryana
Shivaji Vidya Peeth Se Sec School,9813426507,shivaji.vidyapeeth@gmail.com,,
Shiva Shiksha Sadan Dev Nagar,9466203944,purushottamgarg123@gmail.com,,
Shiva Shiksha Sadan Dev Nagar,99911816175,shiva.shiksha.sadan@gmail.com,,
Shambhu Dayal Modern School,8708846792,rupeshsonu522@gmail.com,,
Satyam Modren Public School,9254060015,principal_satyam@yahoo.in,,
Satyam Modren Public School,8607011616,principal_satyam@yahoo.in,,
Sanskar Vidya Peeth Sr Sec School,9812136992,arvindpunia@ymail.com,,
Sanskar Vidya Peeth Sr Sec School,9813180346,manojbansal449@gmail.com,,
Saraswati Shiksha Sansthan High School,9466477961,naren190872@gmail.com,,
Shambhudayal Shiksha Sadan Sr Sec School,9416722816,shambhudayalkhanda@rediffmail.com,,
Shambhudayal Shiksha Sadan Sr Sec School,9315141310,shambhudayalkhanda@rediffmail.com,,
Raunaq Public School,7988352175,nidhijain.rps@gmail.com,,
R K International School Safiabad,9958450008,akashsharmaamplitech@gmail.com,,
R K International School Safiabad,9899770268,rkmschool40@gmail.com,,
Prayaas International School,7015631320,amitbatra33@gmail.com,,
Navyug Public School,9812043187,deepakguptasnp@gmail.com,,
Navyug Public School,8901355652,npssonipat@gmail.com,,
Motilal Nehru School,9813620427,mnssrai@rediffmail.com,,
Modern Convent School,9999885360,modernconventschoolgannaur@gmail.com,,Delhi
Mann International School,9416256231,manninternationalgohana@gmail.com,,
Mann International School,8059934043,mannschool2@gmail.com,,
Mam Chand Public School,9215321611,kksaini1973@gmail.com,,
Mam Chand Public School,9138244958,mamchandschool@yahoo.com,,
M R N Public School,9416420004,navjeetnarwal@gmail.com,,
M R Public High School,9255543278,2rajbirsharma@gmail.com,,
Lord Krishna Public School,9050005030,antilrajesh@outlook.com,,
Lord Krishna Public School,9255735042,home1822@outlook.com,,
Kirorimal Public School,8818000168,kirorimalschool@gmail.com,,
Kirorimal Public School,8818000167,kirorimalschool@gmail.com,,
Kalpana Chawla Vidyapeeth,9416303644,kalpanachawla8@gmail.com,,
Kalpana Chawla Vidyapeeth,8950823824,kalpanachawla8@gmail.com,,
Jankidas Kapur Public School,9996249659,anilbatra098@gmail.com,,
J S International Public School,8950859809,jsinternational.school2016@gmail.com,,
J P Jain Senior Secondary School,9466036266,shivkant.gaur@gmail.com,,
J K R Public School,9466516488,jkrpublicschool@gmail.com,,
J K R Public School,9354426910,jkrpublicschool@gmail.com,,
Hindu Senior Secondary School,9896477522,rawalkripal@gmail.com,,
Hindu Senior Secondary School,8930110122,shammisaxena@yahoo.com,,
Gyan Deep Sr Secondary School,9813099911,gyandeepmodern@gmail.com,,
Gyan Deep Sr Secondary School,9034815429,gyandeepmodern@gmail.com,,
Growell Public School,9995660553,growell.publicschool@yahoo.in,,
Global Public School,9812017672,pankajkjale@gmail.com,,
Global Public School,9215313829,jatin.anand2008@gmail.com,,
Dayanand Public School,9991920588,ravinder.dps@gmail.com,,
C C A S Jain Senior Secondary School,8569855920,neetuccas@gmail.com,,
C C A S Jain Senior Secondary School,9416812075,shalinishyamganaur@gmail.com,,
Bright Scholar Sr Sec School,9466513848,brightscholar2006@yahoo.co.in,,
Bal Bhavan International School,8814812301,info@bbisgannaur.com,,Haryana
Bal Bhavan International School,8814812304,info@bbisgannaur.com,,Haryana
Amar Shiksha Sadan Sr Sec School,7876792569,gayatrisharma1610@yahoo.com,,
Amar Shiksha Sadan Sr Sec School,9871209061,shyamsundersharma150566@gmail.com,,Delhi
The Millennium School,9991950005,tmspanipat2009@gmail.com,,
The Heritage Convent School,9034077205,aartigurditta@gmail.com,,
The Heritage Convent School,9729570749,sushma.makloha@gmail.com,,
Sunrise Public School,9813923404,sunrisebhalsi@gmail.com,,
Sunrise Public School,9671014445,sunrisebhalsi@gmail.com,Hyderabad,Telangana
Sir Chhotu Ram Heritage School,9315645371,vijendermann1971@gmail.com,,
Sanskriti Public School,9991601100,jyotigehlawat22@gmail.com,,
Sanskriti Public School,8198980010,rajushera.shera207@gmail.com,,
S J S International School,9992009730,bobby6668@hotmail.com,,
S J S International School,9467674485,inderjeet.chawla3006@gmail.com,,
S D Vaish Public School,8930558844,angelmanoj78@yahoo.com,,
S D Vaish Public School,7015007515,manishgoel29@gmail.com,,
S D Modern Senior Sec School,9416032279,sdmodernpnp@gmail.com,,
Pooja Modern School,9416813719,pkmantra@gmail.com,,
Piet Sanskriti Senior Secondary School,9354913020,rakesh.tayal@piet.co.in,,
Piet Sanskriti Senior Secondary School,9416600016,bobby16@live.com,,
Panipat International School,8059028001,pisisrana@gmail.com,Panipat,Haryana
New Era Public School,9050004116,neps890@gmail.com,,
New Era Public School,9050705400,satishsharma5400@gmail.com,,
Nalwa Lovely Public School,9813261367,satpalnpls@gmail.com,,
Nalwa Lovely Public School,9812058061,nalwaschool@yahoo.co.in,,
L C R T Public School,9896203801,lcrtpnp@rediffmail.com,,
L C R T Public School,9899998281,lcrtpnp@rediffmail.com,,
Indology Public Sr Sec School,9896199731,amitkumar98139@gmail.com,,
Indology Public Sr Sec School,9068153060,indologyschool@gmail.com,,
Indian Public School,8901059500,indianps.pnp@gmail.com,,
Indian Public School,9466219111,indianbhalsi@rediffmail.com,,
Indian Public School,9541079916,manishgoel29@gmail.com,,
I B (L) Public School,9466487287,iblpspnp@gmail.com,,
Himgiri Public School,9416221269,prokumrat@gmail.com,,
Gvm International School,7015916113,jangravishal94@gmail.com,,
Gvm International School,7015899378,gvminter555@gmail.com,,
Guru Brahmanand Sr Sec School,9050045194,inder.janjar@gmail.com,,
Guru Brahmanand Sr Sec School,9812009001,battansonia1993@gmail.com,,
Geeta Vidya Mandir Public School,7404302202,ritukrishnasingh@gmail.com,,
Guru Gobind Singh Public School,9896029999,ggspublicschool@gmail.com,,
Dyal Singh Public School,9729741843,vinitakumar20@yahoo.com,Karnal,Haryana
Dyal Singh Public School,9034433700,guptamanju374@gmail.com,Karnal,Haryana
Dr M K Kapur Arya Model School,9518124763,rlsaini1946@gmail.com,,
Delhi Public School,9996783000,administrator@dpspanipatcity.in,New Delhi,Delhi
Delhi Public School,1806650000,mail@dpspanipatcity.in,New Delhi,Delhi
Delhi Public School,9467479448,dpspanipat@yahoo.co.in,New Delhi,Delhi
Delhi Public School,9729867765,bmani1968@gmail.com,New Delhi,Delhi
Chandan Bal Vikas Public School,8059610035,anilkumar3011@gmail.com,,
Chandan Bal Vikas Public School,8199000389,ghalyan85@gmail.com,,
Cambridge Fields Global School,8397070085,poonamiglani.pm@gmail.com,,
Cambridge Fields Global School,9996637694,amit_phour@yahoo.com,,
Bal Vikas Progressive School,8949274649,anupamashah2013@gmail.com,,
Bal Vikas Progressive School,9996177008,arunsunita89@gmail.com,,
Bhartiya Vidya Niketan Sr Sec School,8909000002,chopraskshu7@gmail.com,,
B R S K International Public School,9729250151,garrysfd@gmail.com,,
B R S K International Public School,9896429077,principalbrsk@yahoo.com,,
Asha Deep Sr Sec School,9813300477,rsprincipalashadeep@gmail.com,,
Asha Deep Sr Sec School,9466575847,schulkana@gmail.com,,
Aryan Global Public High School,9416127859,amrik20155@gmail.com,,
Aryan Global Public High School,8285461000,neeraj.panipat@gmail.com,,
Arya Bal Bharti Public School,9813039590,aryabalbharti.06@gmail.com,,
Arya Adarsh Sr Sec School,9416019506,aryaadarsh11@gmail.com,,
Arya Adarsh Sr Sec School,9255530264,rajpalnarwal720@gmail.com,,
Gn 399Modern School,7838576706,tjain04@gmail.com,Greater Noida,Uttar Pradesh
Gn 395Bgs Vijnatham School,8867002696,rc@bgsvijnatham.com,Greater Noida,Uttar Pradesh
Gn 391Aamrapali English School,8447527854,aamrapali.english.school@gmail.com,Greater Noida,Uttar Pradesh
Gn 382St. Johns School Sector 2 Greater Noida West,9311809657,stjohnsgreaternoida@gmail.com,Greater Noida,Uttar Pradesh
Gn 381The Manthan School Sec 16C Greater Noida West,9810068796,principal@manthan.edu.in,Greater Noida,Uttar Pradesh
Gn 380D L Foundation World Sch Hs-31 Str Zeta 1 G Noid,9810096027,rakeshkhullar@dlfps.com,Greater Noida,Uttar Pradesh
Gn 373Great Columbus School Sec 168 Noida G B Nagar Up,9540137321,gtcolumbus11@gmail.com,Noida,Uttar Pradesh
Gn 372S S Public School Bhangel Dadri G B Nagar Up,9999089919,sspsnoida7000@gmail.com,Dadri,Uttar Pradesh
Gn 369Greater Noida World Sch Sec Sigma-I G B Nagar Up,9910892981,manju.sarjana@gmail.com,Noida,Uttar Pradesh
Gn 368Gagan Pub Sch Hs 1 Sec - 4 Gr Noida G B Nagar Up,8279698421,rajeevverma303@gmail.com,Greater Noida,Uttar Pradesh
Gn 366Pt Salagram J H Sch Habibpur Grtr Noida Gb Nagar,9810418596,infosrintercollege@gmail.com,Noida,Uttar Pradesh
Gn 359Somerville Intl School Sec 132 Noida G B Ngr Up,9958457040,school@somervilleinternational.in,Noida,Uttar Pradesh
Gn 356Modern Public School Shaberi G B Nagar Up,9810254140,tapati5253@gmail.com,Greater Noida,Uttar Pradesh
Gn 355Noida Educational Acad. Bhangel Noida G B Ngr Up,9871359170,nt.naveentyagi@gmail.com,Noida,Uttar Pradesh
Gn 352Jaypee Pub Sch Wish Town Sec 128 Noida G B Nagar,8010208779,avantikayadav@jaypeeschools.edu.in,Noida,Uttar Pradesh
